abv,ibu,id,name,style,brewery_id,ounces
5,NA,1218,All American Red Ale,American Amber / Red Ale,452,12
5,NA,2351,Behemoth,American Pilsner,139,12
5,NA,1735,Sprocket Blonde Ale (2006),American Blonde Ale,333,12
5,NA,1734,Sprocket Pale Ale (2006),American Pale Ale (APA),333,12
5,NA,1590,Pumpkin Patch Ale,Pumpkin Ale,369,16
5,NA,1014,Pumpkin Patch Ale (2012),Pumpkin Ale,369,16
5,NA,1039,Underachiever,American Adjunct Lager,473,16
5,NA,2612,Father's Beer,Belgian Pale Ale,22,16
5,NA,2650,Denver Pale Ale (Artist Series No. 1),American Pale Ale (APA),6,12
5,NA,2645,Lasso,American IPA,6,12
5,NA,1405,Helen's Blend,Cider,416,12
5,NA,688,Firefly Amber Ale,American Amber / Red Ale,92,12
5,NA,2492,Schoolhouse Honey,American Amber / Red Ale,59,12
5,NA,473,Lewis & Clark Amber Ale,American Amber / Red Ale,537,12
5,NA,472,Miner's Gold Hefeweizen,Hefeweizen,537,12
5,NA,962,Mac's Highlander Pale Ale (2000),American Pale Ale (APA),485,12
5,NA,1717,Tug Pale Ale,American Pale Ale (APA),317,16
5,NA,1271,Lemongrass Saison,Saison / Farmhouse Ale,375,12
5,NA,2282,Huber,American Pale Lager,134,12
5,NA,2276,Boxer,American Adjunct Lager,134,24
5,NA,2273,Boxer,American Adjunct Lager,134,12
5,NA,327,Wapiti Amber Ale,American Amber / Red Ale,549,12
5,NA,884,Elm City Pilsner,American Pilsner,410,12
5,NA,757,Atlantic Amber Ale (2004),American Amber / Red Ale,410,12
5,NA,41,Elm City Lager (2007),American Pilsner,410,12
5,NA,40,Atlantic Amber Ale (2007),American Amber / Red Ale,410,12
5,NA,1087,Side Kick Kölsch,Kölsch,468,12
5,NA,2336,New Cleveland Palesner,American Pilsner,147,12
5,NA,1180,River North White Ale,Witbier,459,16
5,NA,1179,River North Ale,American Amber / Red Ale,459,16
5,NA,1323,Schlafly Black Lager,Schwarzbier,428,12
5,NA,738,Archer's Ale (2004),English Pale Ale,511,12
5,NA,1798,Thanksgiving Ale,Kölsch,309,12
5,NA,1298,Sockeye Belgian Style Summer Ale,Witbier,309,16
5,NA,2369,Straub Beer (Current),American Adjunct Lager,129,12
5,NA,1164,TailGate Saison,Saison / Farmhouse Ale,449,12
5,NA,1945,Birdhouse Pale Ale,Belgian Pale Ale,262,12
5,NA,2034,South Bay Session IPA,American IPA,33,16
5,NA,114,Triangle White Ale,Witbier,524,12
5,NA,1285,No Limits Hefeweizen,Hefeweizen,435,16
5,NA,1169,Ol' Factory Pils,German Pilsener,435,12
5,NA,2572,Hop Session,American IPA,47,12
5,NA,1364,Big Bowl Blonde Ale,American Brown Ale,361,12
5.1,NA,427,Sky Blue Golden Ale,Kölsch,179,12
5.1,NA,2431,Bobblehead,American Pale Wheat Ale,26,16
5.1,NA,319,1811 Lager,American Amber / Red Lager,206,16
5.1,NA,1616,Pumpkin Porter,American Porter,160,12
5.1,NA,823,Jack's Hard Cider,Cider,416,12
5.1,NA,2436,Amber Ale,American Amber / Red Ale,102,12
5.1,NA,475,Yellowstone Golden Ale,Kölsch,537,12
5.1,NA,1720,Ghose Drifter Pale Ale,American Pale Ale (APA),148,12
5.1,NA,1431,Ghost Rider Pale Ale (2013),American Pale Ale (APA),148,12
5.1,NA,1062,Pete's ESP Lager (1998),American Pale Lager,470,12
5.1,NA,975,Shipyard Summer Ale,American Pale Wheat Ale,385,12
5.1,NA,727,Shipyard Export,American Blonde Ale,385,12
5.2,NA,1441,Blown Out Brown,American Brown Ale,407,12
5.2,NA,1303,6-4-3 Double Play Pilsner,German Pilsener,380,12
5.2,NA,1743,Firewater India Pale Ale,American IPA,331,12
5.2,NA,507,Firewater India Pale Ale,American IPA,331,12
5.2,NA,1650,Arkansas Red,American Amber / Red Ale,139,12
5.2,NA,2430,Lucky Dog,American Pale Ale (APA),26,16
5.2,NA,2172,Quick WIT,Belgian Pale Ale,206,12
5.2,NA,674,Quick Wit Belgianesque Ale,Witbier,206,16
5.2,NA,178,Sunbru Kölsch,Kölsch,160,12
5.2,NA,595,8-Bit Pale Ale,American Pale Ale (APA),45,16
5.2,NA,2638,G. B. Russo’s Italian Pistachio Pale Ale,American Pale Ale (APA),9,16
5.2,NA,1781,Three Way Pale Ale,American Pale Ale (APA),142,12
5.2,NA,1889,Leatherhead Red,American Amber / Red Ale,282,12
5.2,NA,2411,Nitro Can Coffee Stout,American Stout,113,12
5.2,NA,2147,#003 Brown & Robust Porter,American Porter,211,12
5.2,NA,807,Rail Yard Ale,American Amber / Red Ale,424,12
5.2,NA,84,Rail Yard Ale (2009),American Amber / Red Ale,424,12
5.3,NA,1855,Tarnation California-Style Lager,California Common / Steam Beer,292,12
5.3,NA,941,Secret Stache Stout,American Stout,256,16
5.3,NA,2462,Pivo Pils,German Pilsener,48,12
5.3,NA,1537,Undun Blonde Ale,American Blonde Ale,387,16
5.3,NA,654,Undun Blonde Ale (2012),American Blonde Ale,387,16
5.3,NA,2112,Atalanta,Saison / Farmhouse Ale,216,12
5.3,NA,70,True Blonde Ale,American Blonde Ale,264,12
5.4,NA,1474,Dusty Trail Pale Ale,American Pale Ale (APA),401,16
5.4,NA,1411,Sawtooth Ale,American Blonde Ale,407,12
5.4,NA,2106,King Coconut,American Porter,96,12
5.4,NA,1788,Monon Wheat,Witbier,315,16
5.4,NA,2311,Knotty Pine,American Pale Ale (APA),158,12
5.4,NA,2359,Huber Bock (2014),Bock,134,16
5.4,NA,646,Nut Brown Ale,English Brown Ale,518,12
5.4,NA,914,Plum Island Belgian White,Witbier,495,12
5.5,NA,2258,Jade,American Pale Ale (APA),177,12
5.5,NA,2324,Cast Iron Oatmeal Brown,American Brown Ale,60,12
5.5,NA,2287,Alter Ego,American Black Ale,60,12
5.5,NA,1321,Brewerhood Brown Ale,American Brown Ale,380,12
5.5,NA,1105,3 Picket Porter,American Porter,169,12
5.5,NA,1602,Bear Butte Nut Brown Ale,American Brown Ale,212,12
5.5,NA,542,Canyon Cream Ale,Cream Ale,212,12
5.5,NA,110,BrewFarm Select Golden Lager,American Pale Lager,554,12
5.5,NA,911,Mountain Fairy Raspberry Wheat,Fruit / Vegetable Beer,369,16
5.5,NA,809,Cut Throat Pale Ale,American Pale Ale (APA),256,16
5.5,NA,351,Cut Throat Pale Ale (2011),American Pale Ale (APA),256,16
5.5,NA,2554,Moped Traveler,American Pale Ale (APA),54,16
5.5,NA,562,Sunrise Oatmeal Pale Ale,American Pale Ale (APA),206,16
5.5,NA,2613,Feel Like Maplin' Love,Oatmeal Stout,22,16
5.5,NA,96,Annie's Amber Ale,American Amber / Red Ale,500,12
5.5,NA,2453,Razz Wheat,Fruit / Vegetable Beer,92,12
5.5,NA,1525,Yabba Dhaba Chai Tea Porter,American Porter,32,12
5.5,NA,1524,A Capella Gluten Free Pale Ale,American Pale Ale (APA),32,12
5.5,NA,1706,King Street Pilsner,Czech Pilsener,102,12
5.5,NA,2491,10 Degrees of Separation,English Brown Ale,59,12
5.5,NA,1624,Manayunk IPA,American IPA,356,12
5.5,NA,1600,Yunkin' Punkin',Pumpkin Ale,356,12
5.5,NA,1429,Pau Hana Pilsner,Czech Pilsener,375,12
5.5,NA,2279,Mountain Crest,American Pale Lager,134,16
5.5,NA,2278,Mountain Crest,American Pale Lager,134,12
5.5,NA,2277,Mountain Creek (2013),American Pale Lager,134,12
5.5,NA,2274,Boxer Ice,American Adjunct Lager,134,12
5.5,NA,131,Dry Heat Hefeweizen (2006),Hefeweizen,507,12
5.5,NA,913,Newburyport Pale Ale,American Pale Ale (APA),495,12
5.5,NA,1264,O'Fallon Pumpkin Beer,Pumpkin Ale,442,12
5.5,NA,1485,Plowshare Porter,American Porter,301,16
5.5,NA,509,T-Rail Pale Ale,American Pale Ale (APA),301,16
5.5,NA,304,Freestyle Pilsner,German Pilsener,392,12
5.5,NA,1424,Boise Co-Op Two Score Ale,Saison / Farmhouse Ale,309,16
5.5,NA,2267,Walloon,Saison / Farmhouse Ale,118,12
5.5,NA,691,Walloon (2014),Saison / Farmhouse Ale,118,12
5.5,NA,589,Bridal Veil Rye Pale Ale,American Pale Ale (APA),480,12
5.5,NA,2035,Kolschtal Eddy,Kölsch,33,16
5.5,NA,1817,Klingon Warnog Roggen Dunkel,Roggenbier,17,16
5.5,NA,2321,Turnrow Harvest Ale,American Blonde Ale,152,12
5.5,NA,98,Pilsner Ukiah,German Pilsener,555,12
5.5,NA,829,Duckpin Pale Ale,American Pale Ale (APA),71,12
5.5,NA,1069,West Sixth Amber Ale,American Amber / Red Ale,100,12
5.5,NA,1542,One Claw,American Pale Ale (APA),384,12
5.5,NA,2573,Raspberry Berliner Weisse,Berliner Weissbier,47,12
5.5,NA,2571,Blueberry Berliner Weisse,Berliner Weissbier,47,12
5.5,NA,2570,Berliner Weisse,Berliner Weissbier,47,12
5.5,NA,2149,#001 Golden Amber Lager,American Amber / Red Lager,211,12
5.5,NA,1045,Wynkoop Pumpkin Ale,Pumpkin Ale,424,12
5.5,NA,620,B3K Black Lager,Schwarzbier,424,12
5.6,NA,1155,Big Bend Hefeweizen,Hefeweizen,463,12
5.6,NA,1744,Farmer Ted's Cream Ale,Cream Ale,331,12
5.6,NA,480,Farmer Ted's Farmhouse Cream Ale,Cream Ale,331,12
5.6,NA,1104,Rusty Nail Pale Ale,American Pale Ale (APA),169,12
5.6,NA,1998,Old Detroit,American Amber / Red Ale,253,12
5.6,NA,2385,Watermelon Wheat,American Pale Wheat Ale,120,12
5.6,NA,174,Mickey Finn's Amber Ale,American Amber / Red Ale,552,12
5.6,NA,1587,Seven Gates Pale Ale,American Pale Ale (APA),372,12
5.7,NA,530,Flagship IPA,English India Pale Ale (IPA),179,12
5.7,NA,1337,Core Oatmeal Stout,Oatmeal Stout,139,12
5.7,NA,474,Tumbleweed IPA,American IPA,537,12
5.7,NA,471,Back Country Scottish Ale,Scottish Ale,537,12
5.7,NA,1076,Power House Porter,American Porter,309,12
5.7,NA,2447,Mr. Orange,Witbier,7,16
5.7,NA,973,Face Down Brown Ale,American Brown Ale,480,12
5.7,NA,594,Triangle India Pale Ale,American IPA,524,12
5.8,NA,2494,Oberon,American Pale Wheat Ale,76,12
5.8,NA,1989,Oberon,American Pale Wheat Ale,76,16
5.8,NA,1955,Best Brown,American Brown Ale,76,16
5.8,NA,997,Awry Rye Pale Ale,American Pale Ale (APA),107,12
5.8,NA,996,Demshitz Brown Ale,American Brown Ale,107,12
5.8,NA,2299,Mango Ginger,American IPA,167,12
5.8,NA,2446,Peanut Butter Jelly Time,American Brown Ale,96,12
5.8,NA,2061,Big Blue Van,Fruit / Vegetable Beer,232,16
5.8,NA,1214,Tender Loving Empire NWPA,American Pale Ale (APA),206,16
5.8,NA,2461,Autumn Winds Fest Beer,Märzen / Oktoberfest,86,16
5.8,NA,125,Lumberyard Red Ale,American Amber / Red Ale,158,12
5.8,NA,2631,Black,American Black Ale,13,12
5.8,NA,1192,Vernal Minthe Stout,American Stout,264,12
5.8,NA,1278,Northern Hawk Owl Amber,American Amber / Red Ale,438,12
5.8,NA,80,Upslope Pale Ale,American Pale Ale (APA),51,12
5.9,NA,2517,Rod Bender Red,American Amber / Red Ale,67,12
5.9,NA,1372,Yellow Collar,Mead,422,12
5.9,NA,1371,Green Collar,Mead,422,12
5.9,NA,1689,Snowcat Coffee Stout,American Stout,63,12
5.9,NA,1290,The Sword Iron Swan Ale,English Pale Ale,128,12
5.9,NA,1277,CEO Stout,American Stout,438,16
5.9,NA,2047,Tarasque,Saison / Farmhouse Ale,239,12
6,NA,2318,Ginja Ninja,Cider,154,12
6,NA,2170,Cherried Away,Cider,154,12
6,NA,2169,Rhubarbarian,Cider,154,12
6,NA,1502,BrightCider,Cider,154,12
6,NA,2288,Reprise Centennial Red,American Amber / Red Ale,60,12
6,NA,1563,Fall Hornin',Pumpkin Ale,171,12
6,NA,2337,Charlie's Rye IPA,American IPA,146,16
6,NA,2040,Arjuna,Witbier,193,12
6,NA,1483,Back East Porter,American Porter,235,12
6,NA,2325,Smitten,Rye Beer,76,16
6,NA,1154,Terlingua Gold,American Blonde Ale,463,12
6,NA,613,Mountain Livin' Pale Ale,American Pale Ale (APA),63,12
6,NA,271,11th Hour IPA,American IPA,212,12
6,NA,1311,Geary's Summer Ale,Kölsch,323,12
6,NA,1110,River Runners Pale Ale,American Pale Ale (APA),369,16
6,NA,983,Backyahd IPA,American IPA,279,12
6,NA,2611,The 26th,American IPA,22,16
6,NA,2428,Four String Vanilla Porter,American Porter,105,12
6,NA,988,Davy Jones Lager,Cream Ale,479,12
6,NA,2383,Oktoberfest,Märzen / Oktoberfest,120,16
6,NA,1523,Casper White Stout,American Blonde Ale,32,12
6,NA,1254,JP's Ould Sod Irish Red IPA,American IPA,32,12
6,NA,1828,Hopsmith Pale Lager,American Pale Lager,301,16
6,NA,1482,Socktoberfest,Märzen / Oktoberfest,309,16
6,NA,1916,Petit Mutant,American Wild Ale,272,16
6,NA,1189,Honeyspot Road White IPA,American White IPA,435,12
6,NA,582,Balt Altbier,Altbier,71,12
6,NA,2560,Blood Orange Saison,Saison / Farmhouse Ale,51,12
6.1,NA,998,Tent Pole Vanilla Porter,American Porter,107,16
6.1,NA,2456,Broad Brook Ale,American Amber / Red Ale,89,16
6.1,NA,1336,Core ESB,Extra Special / Strong Bitter (ESB),139,12
6.1,NA,2648,Whitewater,American Pale Wheat Ale,6,12
6.1,NA,355,Lumberyard IPA,American IPA,158,12
6.1,NA,69,Euphoria Pale Ale,American Pale Ale (APA),264,12
6.2,NA,1473,Damnesia,American IPA,401,16
6.2,NA,2171,The Optimist,American IPA,206,12
6.2,NA,1566,Next Adventure Black IPA,American Black Ale,206,16
6.2,NA,2281,Clear Creek Ice,American Pale Lager,134,16
6.2,NA,2280,Clear Creek Ice,American Pale Lager,134,12
6.2,NA,885,Sea Hag IPA,American IPA,410,12
6.2,NA,39,Sea Hag IPA (Current),American IPA,410,12
6.3,NA,1413,Single Hop Ale,American Pale Ale (APA),407,12
6.3,NA,1786,Half Court IPA,American IPA,315,16
6.3,NA,1516,Ace Hole American Pale Ale,American Pale Ale (APA),317,16
6.4,NA,2546,Perzik Saison,Saison / Farmhouse Ale,37,12
6.4,NA,1156,Number 22 Porter,American Porter,463,12
6.4,NA,942,1335 Wicked Snout,Saison / Farmhouse Ale,380,12
6.4,NA,1023,Mistress Winter Wheat,Winter Warmer,107,12
6.4,NA,1181,Sockeye Maibock,Maibock / Helles Bock,309,12
6.4,NA,827,Tempter IPA,American IPA,480,12
6.4,NA,347,Golden State Ale,Belgian Pale Ale,522,16
6.5,NA,2259,Foreman,American Porter,177,12
6.5,NA,2286,Divided Sky,American IPA,60,12
6.5,NA,2285,Resurrected,American IPA,60,12
6.5,NA,2676,Kamen Knuddeln,American Wild Ale,1,16
6.5,NA,1149,Kentucky IPA,American IPA,388,16
6.5,NA,2300,1492,American Pale Ale (APA),167,12
6.5,NA,2256,Flower Child (2014),American IPA,178,12
6.5,NA,2145,Red Water Irish Style Red,American Amber / Red Ale,212,12
6.5,NA,982,Raincloud Robust Porter,American Porter,279,12
6.5,NA,1803,Java the Hop,American IPA,206,16
6.5,NA,2363,Hop Ryot,American IPA,92,12
6.5,NA,75,Epic IPA,American IPA,534,12
6.5,NA,900,Celestial Blonde Ale,American Blonde Ale,301,16
6.5,NA,2113,Lyric Ale,Saison / Farmhouse Ale,216,12
6.5,NA,2559,Blood of the Unicorn,American Amber / Red Ale,52,16
6.5,NA,1222,Cropduster Mid-American IPA,American IPA,282,12
6.5,NA,1040,Hobnob B & B Pale Ale,American Pale Ale (APA),74,12
6.5,NA,642,Outlaw IPA (2015),American IPA,74,12
6.5,NA,1704,Uncle John's Apple Cherry Cider,Cider,338,16
6.5,NA,1703,Uncle John's Apricot Apple Cider,Cider,338,16
6.5,NA,877,Draught Hard Apple Cider,Cider,338,16
6.6,NA,2265,Devil's Cup,American Pale Ale (APA),177,12
6.6,NA,910,Hayride Autumn Ale,Rye Beer,292,12
6.6,NA,1804,Mjöllnir,Herbed / Spiced Beer,212,12
6.6,NA,217,Happy Camper IPA,American IPA,392,12
6.6,NA,1939,Gatecrasher,English India Pale Ale (IPA),210,12
6.7,NA,1515,3-Way IPA (2013),American IPA,206,16
6.7,NA,687,Chomolungma Honey Nut Brown Ale,English Brown Ale,92,12
6.7,NA,1626,Manayunk Oktoberfest,Märzen / Oktoberfest,356,12
6.7,NA,345,Upslope Brown Ale,English Brown Ale,51,12
6.8,NA,2207,Golden One,Belgian Pale Ale,193,12
6.8,NA,954,Phantom Punch Winter Stout,Foreign / Export Stout,292,12
6.8,NA,1517,Pink-I Raspberry IPA,American IPA,107,16
6.8,NA,51,Snapperhead IPA,American IPA,556,12
6.8,NA,2483,Hard Cider,Cider,80,16
6.8,NA,2493,I.P. Eh!,American IPA,59,12
6.8,NA,1486,Resolution Rye Stout,American Stout,301,16
6.8,NA,2368,Black Hop IPA,American Black Ale,130,12
6.8,NA,543,Bacon Brown Ale,American Brown Ale,522,16
6.9,NA,2097,Garce Selé,Saison / Farmhouse Ale,177,12
6.9,NA,1465,Granny Smith Hard Apple Cider,Cider,404,16
6.9,NA,1464,Dry Hard Apple Cider,Cider,404,16
6.9,NA,272,Pile O'Dirt Porter,American Porter,212,12
6.9,NA,2353,Sietsema Red Label,Cider,137,16
6.9,NA,614,Upslope Foreign Style Stout,Foreign / Export Stout,51,12
7,NA,1132,Misty Mountain IPA,American IPA,235,12
7,NA,2593,Grapefruit Sculpin,American IPA,34,12
7,NA,1988,Two Hearted,American IPA,76,16
7,NA,939,Toxic Sludge,American Black Ale,489,16
7,NA,1719,King Winterbolt Winter Ale,Winter Warmer,331,12
7,NA,2057,Stickin' In My Rye,Rye Beer,236,24
7,NA,689,Mystic Mama IPA,American IPA,92,12
7,NA,713,Aloha B’ak’tun,Belgian Strong Dark Ale,375,12
7,NA,1540,Masked Bandit IPA,American Black Ale,314,16
7,NA,1206,Red Clay IPA,American IPA,455,12
7,NA,2448,Reactor,American IPA,7,16
7,NA,1810,Focal Banger,American IPA,272,16
7,NA,94,Resurrection,Dubbel,262,12
7,NA,2222,10 Ton,Oatmeal Stout,94,16
7,NA,2221,Flyin' Rye,American IPA,94,16
7,NA,2356,Pay It Forward Cocoa Porter,American Porter,100,12
7.1,NA,2264,Rise of the Phoenix,American IPA,177,12
7.1,NA,2647,Rumble,American IPA,6,12
7.1,NA,2642,Titan IPA,American IPA,6,12
7.1,NA,2163,Sucha Much IPA,American IPA,208,12
7.2,NA,2099,Sophomoric Saison,Saison / Farmhouse Ale,177,12
7.2,NA,1623,Lift Off IPA,American IPA,358,16
7.2,NA,1628,Festivus (1),Winter Warmer,356,12
7.2,NA,1783,Toughcats IPA,American IPA,317,16
7.2,NA,625,Desert Magic IPA,American IPA,507,12
7.2,NA,915,Green Head IPA,American IPA,495,12
7.2,NA,1171,Road 2 Ruin Double IPA,American Double / Imperial IPA,435,12
7.2,NA,79,Upslope India Pale Ale,American IPA,51,12
7.3,NA,2098,Regional Ring Of Fire,Saison / Farmhouse Ale,177,12
7.3,NA,2643,Colette,Saison / Farmhouse Ale,6,12
7.3,NA,1079,Ozzy,Belgian Pale Ale,262,12
7.4,NA,1536,CuDa Cascadian Dark Ale,American Black Ale,387,16
7.4,NA,746,CuDa Cascadian Dark Ale (2012),American Black Ale,387,16
7.4,NA,1708,Taster's Choice,Doppelbock,264,12
7.5,NA,2262,Sex and Candy,American IPA,177,12
7.5,NA,481,Threadless IPA,American IPA,256,16
7.5,NA,891,Overbite IPA,American IPA,301,16
7.5,NA,122,Golden Frau Honey Wheat,Braggot,282,12
7.5,NA,1035,Rocky Mountain Oyster Stout,American Stout,424,12
7.6,NA,2561,Lee Hill Series Vol. 1 - Barrel Aged Brown Ale,American Brown Ale,51,19.2
7.7,NA,2261,Black Exodus,Oatmeal Stout,177,12
7.7,NA,906,Upslope Pumpkin Ale,Pumpkin Ale,51,16
7.8,NA,1158,La Frontera Premium IPA,American IPA,463,12
7.8,NA,1899,La Ferme Urbaine Farmhouse Ale,Saison / Farmhouse Ale,279,12
7.8,NA,346,Baltic Porter,Baltic Porter,522,16
7.9,NA,976,Marooned On Hog Island,American Stout,368,12
7.9,NA,1447,Hopnoxious Imperial IPA,American Double / Imperial IPA,309,12
8,NA,2589,Raja,American Double / Imperial IPA,37,12
8,NA,1320,Last Call Imperial Amber Ale,American Amber / Red Ale,380,12
8,NA,538,Tour de Nez Belgian IPA (Current),Belgian IPA,530,16
8,NA,1787,Floyd's Folly,Scottish Ale,315,16
8,NA,994,Abominable Ale,English Strong Ale,460,12
8,NA,1575,Polar Night Stout,American Stout,376,16
8,NA,305,Imperial Java Stout,Russian Imperial Stout,392,12
8,NA,2443,Abigale,Belgian Pale Ale,46,12
8,NA,1013,Hibernal Vinifera Stout,Foreign / Export Stout,264,12
8,NA,1970,6 String Saison,Saison / Farmhouse Ale,257,16
8,NA,1914,Beelzebub,American Double / Imperial Stout,272,16
8,NA,113,Triangle Belgian Golden Ale,Belgian Strong Pale Ale,524,12
8.1,NA,2289,Mastermind,American Double / Imperial IPA,172,12
8.2,NA,1593,He Said Baltic-Style Porter,Baltic Porter,368,12
8.2,NA,1592,He Said Belgian-Style Tripel,Tripel,368,12
8.2,NA,2027,Hyzer Flip,American Double / Imperial IPA,172,16
8.2,NA,712,Liquid Breadfruit,Fruit / Vegetable Beer,375,12
8.2,NA,2536,Tripel Deke,Tripel,64,24
8.2,NA,907,Upslope Christmas Ale,Winter Warmer,51,16
8.2,NA,1316,Colorojo Imperial Red Ale,American Strong Ale,424,12
8.3,NA,2557,Uber Lupin Schwarz IPA,American Double / Imperial IPA,53,16
8.3,NA,2646,Orabelle,Tripel,6,12
8.5,NA,1980,Troll Destroyer,Belgian IPA,177,12
8.5,NA,2039,Uroboros,American Stout,193,12
8.5,NA,768,Full Moon Belgian White Ale,Witbier,507,12
8.5,NA,132,Full Moon Belgian White Ale (2007),Witbier,507,12
8.5,NA,2537,Monkey Dancing On A Razor Blade,Belgian IPA,64,24
8.5,NA,537,Velvet Rooster,Tripel,45,16
8.5,NA,25,Siamese twin,Dubbel,522,16
8.6,NA,2131,Cone Crusher,American Double / Imperial IPA,177,12
8.6,NA,2058,Palate Mallet,American Double / Imperial IPA,235,12
8.6,NA,1663,Nuclear Winter,Belgian Strong Dark Ale,256,16
8.7,NA,2649,Hibernation Ale,Old Ale,6,12
8.8,NA,552,Cavatica Stout,American Double / Imperial Stout,206,16
9,NA,2263,Sinister,American Double / Imperial IPA,177,12
9,NA,1981,Hardcore Chimera,American Double / Imperial IPA,256,16
9,NA,568,668 Neighbor of the Beast12 oz.,Belgian Pale Ale,410,12
9,NA,43,668 Neighbor of the Beast (16 oz.) (2010),Belgian Pale Ale,410,16
9,NA,2439,Christmas Ale,Herbed / Spiced Beer,100,12
9.2,NA,776,O-Gii,Witbier,284,16
9.2,NA,1655,Double Dagger Imperial IPA,American Double / Imperial IPA,309,12
9.6,NA,1319,Pernicious Double IPA,American Double / Imperial IPA,380,12
9.6,NA,1915,The Crusher,American Double / Imperial IPA,272,16
9.7,NA,725,Cant Dog Imperial Pale Ale,American Double / Imperial IPA,317,16
9.9,NA,29,Very Noddy Lager (Current),Schwarzbier,530,16
9.9,NA,1716,Sexy Chaos,Russian Imperial Stout,317,16
9.9,NA,2361,Axe Head Malt Liquor,American Malt Liquor,134,24
9.9,NA,1909,Big Chuck Barleywine,American Barleywine,274,12
9.9,NA,1425,Barrel Aged Seven Devils Imperial Stout,American Double / Imperial Stout,309,12
10.4,NA,2564,Lee Hill Series Vol. 4 - Manhattan Style Rye Ale,Rye Beer,51,19.2
12.8,NA,2565,Lee Hill Series Vol. 5 - Belgian Style Quadrupel Ale,Quadrupel (Quad),51,19.2
